nR03   PHI   CIC2   CIC3   MATS6m   ESpm15u   BEHp6   Mor27v   Mor18p   Mor20p   HATS8v   H0e   HATS1p   C-038   SPP   V1
0 ,4 ,2.06 ,1.736 ,0 ,0 ,0.38 ,0.078 ,-0.065 ,0.084 ,0 ,2.694 ,0.078 ,0 ,0.2890.61
0 ,5 ,2.275 ,1.875 ,0 ,0 ,1.343 ,0.112 ,-0.08 ,0.1 ,0 ,2.695 ,0.07 ,0 ,0.2890.48
0 ,6 ,2.499 ,1.957 ,1 ,0 ,1.509 ,0.147 ,-0.088 ,0.105 ,0.027 ,2.697 ,0.066 ,0 ,0.2890.46
0 ,7 ,2.713 ,2.135 ,1 ,0 ,1.702 ,0.193 ,-0.085 ,0.109 ,0.052 ,2.698 ,0.06 ,0 ,0.2890.73
0 ,8 ,2.911 ,2.327 ,1 ,0 ,1.896 ,0.234 ,-0.079 ,0.118 ,0.061 ,2.699 ,0.056 ,0 ,0.2890.5
0 ,9 ,3.094 ,2.517 ,1 ,0 ,2.078 ,0.279 ,-0.078 ,0.128 ,0.059 ,2.7 ,0.052 ,0 ,0.2890.85
0 ,3.2 ,1.926 ,1.313 ,0 ,11.909 ,1.172 ,0.072 ,-0.094 ,0.039 ,0 ,2.705 ,0.09 ,0 ,0.2961.04
0 ,4.167 ,2.002 ,1.142 ,0 ,12.702 ,1.566 ,0.054 ,-0.076 ,0.07 ,0 ,2.714 ,0.096 ,0 ,0.2930.93
0 ,6.125 ,2.362 ,1.44 ,1 ,12.006 ,2.014 ,0.16 ,-0.091 ,0.055 ,0.077 ,2.708 ,0.073 ,0 ,0.2960.74
0 ,1.633 ,2.489 ,2.002 ,0 ,16.904 ,0.636 ,0.157 ,0.063 ,0.209 ,0 ,2.712 ,0.097 ,0 ,0.2871.13
0 ,2.52 ,2.591 ,2.031 ,0 ,17.092 ,2.278 ,0.215 ,-0.06 ,0.037 ,0 ,2.717 ,0.086 ,0 ,0.2980.8
1 ,0.099 ,2.252 ,2.252 ,0 ,10.397 ,0.38 ,0.096 ,0.092 ,-0.053 ,0 ,2.694 ,0.128 ,0 ,0.3230.02
0 ,1.134 ,1.82 ,1.375 ,0 ,13.36 ,1.14 ,0.099 ,-0.025 ,-0.032 ,0 ,2.706 ,0.093 ,0 ,0.290.96
0 ,1.543 ,3.252 ,3.252 ,0 ,0 ,1.262 ,0.128 ,-0.204 ,-0.092 ,0 ,2.709 ,0.099 ,0 ,0.2330.88
0 ,1.722 ,2.13 ,1.536 ,0 ,13.159 ,1.455 ,0.199 ,-0.15 ,-0.067 ,0 ,2.71 ,0.089 ,0 ,0.2930.71
0 ,1.929 ,2.063 ,1.73 ,0 ,15.066 ,1.461 ,0.228 ,-0.146 ,-0.089 ,0 ,2.712 ,0.082 ,0 ,0.2941.17
0 ,2.38 ,2.442 ,2.026 ,0 ,17.953 ,2.447 ,0.287 ,-0.093 ,-0.004 ,0 ,2.722 ,0.083 ,0 ,0.290.3
0 ,1 ,2.424 ,1.692 ,0 ,17.615 ,2.224 ,0.261 ,0.209 ,-0.167 ,0 ,2.727 ,0.096 ,0 ,0.2690.98
0 ,0.87 ,1.667 ,2.585 ,0 ,0 ,0 ,-0.031 ,-0.085 ,0.076 ,0 ,1.788 ,0.047 ,0 ,0.3270.24
0 ,1.59 ,0.751 ,1.014 ,0 ,0 ,0.38 ,-0.02 ,-0.134 ,0.091 ,0 ,2.687 ,0.091 ,0 ,0.342-0.07
0 ,6.521 ,1.448 ,0.865 ,1 ,0 ,1.592 ,0.156 ,-0.147 ,0.187 ,0.049 ,2.706 ,0.071 ,0 ,0.3440.8
0 ,2.158 ,1.4 ,1.4 ,0 ,0 ,0.38 ,-0.012 ,-0.179 ,0.204 ,0 ,1.806 ,0.063 ,0 ,0.33-0.26
0 ,1.584 ,0.981 ,0.673 ,0 ,11.618 ,0.38 ,0.003 ,-0.258 ,0.173 ,0 ,2.705 ,0.104 ,0 ,0.3320.32
0 ,1.789 ,1.322 ,-999 ,0 ,0 ,0 ,-0.042 ,-0.021 ,0.048 ,0 ,4.536 ,0.003 ,0 ,0.350.24
0 ,3.061 ,1.322 ,-999 ,0 ,0 ,0 ,0.012 ,-0.06 ,0.09 ,0 ,3.761 ,0.018 ,0 ,0.232-0.11
0 ,2.57 ,1.511 ,-999 ,0 ,10.397 ,0 ,0.029 ,-0.179 ,0.055 ,0 ,4.289 ,0.014 ,0 ,0.1990.13
0 ,2.125 ,2.322 ,-999 ,0 ,16.479 ,0 ,0.035 ,-0.351 ,-0.024 ,0 ,4.804 ,0 ,0 ,0.0380.53
0 ,2.116 ,0.844 ,1.541 ,0 ,10.397 ,0.38 ,0.059 ,-0.074 ,0.086 ,0 ,3.564 ,0.119 ,0 ,0.3630.15
0 ,4.082 ,1.5 ,2.082 ,0 ,0 ,0.38 ,0.054 ,0.007 ,0.169 ,0 ,3.548 ,0.13 ,0 ,0.2530.16
0 ,1.8 ,1.189 ,2 ,0 ,16.479 ,0.38 ,0.078 ,-0.183 ,0.043 ,0 ,4.026 ,0.13 ,0 ,0.3420.44
0 ,3.588 ,0.5 ,1.082 ,0 ,11.618 ,0.38 ,0.072 ,-0.066 ,0.176 ,0 ,3.973 ,0.146 ,0 ,0.2810.19
0 ,2.917 ,0.844 ,1.541 ,0 ,16.904 ,0.38 ,0.088 ,-0.209 ,0.074 ,0 ,4.261 ,0.152 ,0 ,0.2830.4
0 ,3.791 ,1.5 ,2.082 ,0 ,14.109 ,0.633 ,0.093 ,-0.1 ,0.166 ,0 ,4.248 ,0.159 ,0 ,0.2170.16
0 ,3.399 ,0.844 ,1.541 ,0 ,17.734 ,0.694 ,0.138 ,-0.285 ,0.075 ,0 ,4.502 ,0.167 ,0 ,0.2320.39
0 ,3.348 ,2.189 ,3 ,0 ,19.404 ,1.238 ,0.211 ,-0.46 ,0.016 ,0 ,4.746 ,0.177 ,0 ,0.0020.81
0 ,3.52 ,0.796 ,1.013 ,0 ,0 ,0.38 ,0.023 ,-0.07 ,0.088 ,0 ,3.056 ,0.129 ,0 ,0.3190.12
0 ,1.704 ,1.592 ,1.888 ,0 ,10.397 ,0.38 ,0.062 ,-0.032 ,0.099 ,0 ,3.072 ,0.105 ,0 ,0.330.18
0 ,3.109 ,0.614 ,0.813 ,0 ,11.618 ,0.38 ,0.084 ,-0.062 ,0.127 ,0 ,3.427 ,0.14 ,0 ,0.3420.25
0 ,3.91 ,1.322 ,-999 ,0 ,0 ,0 ,-0.007 ,-0.013 ,-0.107 ,0 ,3.409 ,0.03 ,0 ,0.467-0.04
0 ,4.913 ,1.5 ,2.082 ,0 ,0 ,0.38 ,-0.029 ,0 ,-0.06 ,0 ,3.15 ,0.145 ,0 ,0.3490
0 ,3.899 ,0.796 ,1.013 ,0 ,0 ,0.38 ,-0.001 ,-0.016 ,-0.018 ,0 ,2.876 ,0.123 ,0 ,0.326-0.06
0 ,1.98 ,1.592 ,1.888 ,0 ,10.397 ,0.38 ,-0.002 ,-0.013 ,0.007 ,0 ,2.964 ,0.115 ,0 ,0.3280
0 ,2.384 ,0.822 ,-999 ,0 ,0 ,0 ,-0.022 ,-0.019 ,0.073 ,0 ,4.138 ,0.009 ,0 ,0.256-0.17
0 ,3.473 ,0.822 ,-999 ,0 ,0 ,0 ,-0.017 ,0.042 ,0.054 ,0 ,3.584 ,0.023 ,0 ,0.3440.26
0 ,2.903 ,0.822 ,-999 ,0 ,10.397 ,0 ,0.011 ,0.031 ,0.091 ,0 ,4.113 ,0.017 ,0 ,0.2970
0 ,3.256 ,0.822 ,-999 ,0 ,10.397 ,0 ,0.001 ,0.108 ,0.01 ,0 ,3.939 ,0.022 ,0 ,0.4110.22
0 ,1.441 ,0.844 ,1.541 ,0 ,16.479 ,0.38 ,0.023 ,-0.059 ,0.04 ,0 ,4.271 ,0.117 ,0 ,0.4270.2
0 ,4.488 ,0.5 ,1.082 ,0 ,0 ,0.38 ,0.004 ,0.003 ,0.018 ,0 ,3.256 ,0.133 ,0 ,0.3610.03
0 ,1.72 ,0.844 ,1.541 ,0 ,16.904 ,0.317 ,0.015 ,-0.04 ,0.092 ,0 ,4.894 ,0.09 ,0 ,0.5930.17
0 ,2.209 ,0.844 ,1.541 ,0 ,17.734 ,0.317 ,0.036 ,-0.087 ,0.118 ,0 ,5.121 ,0.112 ,0 ,0.5660.06
0 ,0.897 ,0.667 ,1.585 ,0 ,10.397 ,0 ,-0.039 ,-0.079 ,0.086 ,0 ,3.065 ,0.039 ,0 ,0.5090.64
0 ,1.739 ,0.667 ,1.585 ,0 ,10.397 ,0 ,-0.017 ,-0.104 ,0.089 ,0 ,2.634 ,0.072 ,0 ,0.349-0.05
0 ,3.57 ,1 ,1.585 ,0 ,0 ,0 ,-0.015 ,-0.039 ,0.135 ,0 ,2.594 ,0.09 ,0 ,0.3190.02
0 ,3.57 ,1 ,1.585 ,0 ,0 ,0 ,-0.031 ,-0.036 ,0.075 ,0 ,2.479 ,0.086 ,0 ,0.320.07
0 ,3.151 ,0.333 ,1.085 ,0 ,11.618 ,0 ,-0.02 ,-0.081 ,0.072 ,0 ,2.89 ,0.093 ,0 ,0.3270.27
0 ,3.397 ,1.667 ,2.585 ,0 ,14.109 ,0 ,-0.032 ,-0.082 ,0.077 ,0 ,3.152 ,0.102 ,0 ,0.1590.66
0 ,2.384 ,0.333 ,1.085 ,0 ,0 ,0 ,-0.069 ,-0.089 ,0.009 ,0 ,2.081 ,0.082 ,0 ,0.4050.03
0 ,2.108 ,0.333 ,1.085 ,0 ,11.618 ,0 ,-0.038 ,-0.051 ,0.103 ,0 ,3.307 ,0.062 ,0 ,0.46-0.02
0 ,2.932 ,0.73 ,0.73 ,0 ,0 ,0.38 ,-0.003 ,-0.054 ,0.052 ,0 ,2.864 ,0.082 ,0 ,0.5210.05
0 ,3.93 ,0.984 ,0.717 ,0 ,0 ,0.38 ,0.038 ,-0.047 ,0.055 ,0 ,2.848 ,0.075 ,0 ,0.5210.02
0 ,2.196 ,1.301 ,1.301 ,0 ,11.618 ,0.38 ,0.058 ,-0.024 ,0.062 ,0 ,2.854 ,0.09 ,0 ,0.5260.02
0 ,0.97 ,2.219 ,2.477 ,0 ,16.479 ,0.38 ,0.055 ,-0.001 ,0.078 ,0 ,2.896 ,0.1 ,0 ,0.5210.01
0 ,3.142 ,1.195 ,1.195 ,0 ,11.909 ,1.134 ,0.025 ,-0.051 ,0.093 ,0 ,2.87 ,0.098 ,0 ,0.5210.22
0 ,1.596 ,1.807 ,1.348 ,0 ,16.904 ,0.579 ,0.065 ,-0.023 ,0.035 ,0 ,2.867 ,0.092 ,0 ,0.5210.09
0 ,0.964 ,1.751 ,2.098 ,0 ,10.397 ,0.38 ,-0.026 ,-0.031 ,0.043 ,0 ,3.12 ,0.098 ,1 ,0.5160.02
0 ,4.629 ,1.228 ,0.796 ,-0.429 ,12.003 ,1.521 ,0.13 ,-0.085 ,0.074 ,0.029 ,2.887 ,0.068 ,1 ,0.5150.3
0 ,2.608 ,1.31 ,1.31 ,0 ,13.221 ,0.425 ,-0.033 ,-0.062 ,0.144 ,0 ,2.939 ,0.11 ,0 ,0.6630.62
0 ,4.569 ,0.975 ,0.775 ,-0.333 ,12.003 ,1.435 ,-0.005 ,-0.043 ,0.165 ,0.039 ,2.894 ,0.079 ,0 ,0.6570.51
0 ,3.451 ,1.213 ,1.213 ,0 ,12.84 ,1.229 ,0.033 ,-0.012 ,0.18 ,0 ,2.917 ,0.098 ,0 ,0.6570.73
0 ,5.534 ,1.175 ,0.761 ,-0.143 ,12.006 ,1.702 ,0.038 ,-0.042 ,0.174 ,0.067 ,2.894 ,0.07 ,0 ,0.6570.66
0 ,4.327 ,1.142 ,1.142 ,-0.357 ,12.725 ,1.762 ,0.003 ,-0.054 ,0.195 ,0.054 ,2.912 ,0.1 ,0 ,0.6580.76
0 ,3.93 ,1.834 ,1.834 ,0 ,0 ,0.38 ,-0.095 ,-0.067 ,0.146 ,0 ,2.702 ,0.094 ,0 ,0.37-0.17
0 ,1.596 ,2.113 ,2.113 ,0 ,16.904 ,0.38 ,0.039 ,-0.028 ,0.147 ,0 ,2.776 ,0.109 ,0 ,0.3730.17
0 ,2.302 ,2.37 ,1.907 ,0 ,16.954 ,1.129 ,0.039 ,-0.066 ,0.143 ,0 ,2.733 ,0.106 ,0 ,0.370.45
0 ,2.302 ,1.775 ,1.382 ,0 ,17.279 ,1.127 ,0.031 ,-0.03 ,0.112 ,0 ,2.777 ,0.103 ,0 ,0.3710.28
