nHM   F04[C-N]   nO   SM6_L   Psi_i_1d   B04[C-Br]   SdO   TI2_L   nHDon   SpMax_B(m)   SM6_B(m)   nArCOOR   V1
0 ,0 ,0 ,9.002 ,0.011 ,0 ,0 ,4.489 ,0 ,2.949 ,7.253 ,0 ,RB
0 ,0 ,1 ,8.723 ,-0.204 ,0 ,0 ,1.542 ,0 ,3.315 ,7.257 ,0 ,RB
0 ,0 ,4 ,9.11 ,-0.008 ,0 ,0 ,4.891 ,1 ,3.076 ,7.601 ,0 ,RB
0 ,0 ,2 ,6.594 ,1.073 ,0 ,8.361 ,1.333 ,1 ,3.046 ,6.69 ,0 ,RB
0 ,0 ,4 ,9.528 ,-0.002 ,0 ,10.348 ,5.588 ,0 ,3.351 ,8.003 ,0 ,RB
0 ,0 ,4 ,9.383 ,-0.008 ,0 ,10.276 ,4.746 ,0 ,3.351 ,7.904 ,0 ,RB
1 ,0 ,3 ,9.657 ,0.446 ,0 ,18.375 ,0.8 ,1 ,4.712 ,9.303 ,0 ,RB
0 ,0 ,2 ,9.786 ,-0.002 ,0 ,11.115 ,3.889 ,0 ,3.379 ,7.95 ,0 ,RB
0 ,0 ,2 ,10.06 ,0.004 ,0 ,10.717 ,1.207 ,0 ,3.767 ,8.427 ,0 ,RB
0 ,0 ,0 ,8.755 ,-0.181 ,0 ,0 ,2.052 ,0 ,2.998 ,6.77 ,0 ,RB
0 ,0 ,0 ,8.743 ,0.036 ,0 ,0 ,3.685 ,0 ,2.924 ,7.029 ,0 ,RB
1 ,0 ,0 ,9.207 ,0.003 ,0 ,0 ,5.294 ,0 ,3.542 ,8.127 ,0 ,RB
1 ,0 ,0 ,9.522 ,0 ,1 ,0 ,6.909 ,0 ,6.866 ,11.578 ,0 ,RB
0 ,0 ,0 ,8.318 ,-0.522 ,0 ,0 ,1 ,0 ,2.991 ,6.579 ,0 ,RB
0 ,0 ,1 ,4.174 ,-1.099 ,0 ,0 ,1 ,1 ,2.279 ,4.948 ,0 ,RB
0 ,0 ,1 ,8.16 ,-0.205 ,0 ,0 ,2.488 ,1 ,2.874 ,6.649 ,0 ,RB
0 ,0 ,1 ,8.482 ,0.34 ,0 ,0 ,1 ,0 ,3.302 ,7.174 ,0 ,RB
0 ,0 ,2 ,7.408 ,-0.642 ,0 ,0 ,1.707 ,2 ,2.817 ,6.32 ,0 ,RB
0 ,0 ,2 ,8.597 ,0.391 ,0 ,0 ,1.542 ,2 ,3.047 ,6.782 ,0 ,RB
0 ,0 ,2 ,8.815 ,-0.229 ,0 ,0 ,1.745 ,2 ,3.083 ,6.914 ,0 ,RB
0 ,0 ,1 ,7.408 ,-0.66 ,0 ,0 ,1.707 ,1 ,3.188 ,7.035 ,0 ,RB
0 ,0 ,2 ,8.584 ,-0.076 ,0 ,0 ,3.284 ,1 ,2.997 ,7.074 ,0 ,RB
0 ,0 ,1 ,7.408 ,-0.589 ,0 ,9.174 ,1.707 ,0 ,3.038 ,6.735 ,0 ,RB
0 ,0 ,1 ,9.562 ,0.013 ,0 ,10.02 ,3.684 ,0 ,3.39 ,8.029 ,0 ,RB
0 ,0 ,1 ,9.184 ,-0.218 ,0 ,10.144 ,1.521 ,0 ,3.375 ,7.403 ,0 ,RB
0 ,0 ,2 ,8.755 ,-0.249 ,0 ,9.822 ,2.052 ,0 ,3.344 ,7.382 ,0 ,RB
0 ,0 ,3 ,9.011 ,-0.087 ,0 ,10.041 ,2.999 ,0 ,3.349 ,7.61 ,0 ,RB
0 ,0 ,2 ,8.944 ,0.149 ,0 ,10.118 ,2.195 ,0 ,3.39 ,7.596 ,0 ,RB
0 ,0 ,3 ,10.633 ,0.001 ,0 ,11.278 ,3.598 ,1 ,3.503 ,8.269 ,0 ,RB
0 ,0 ,4 ,9.523 ,-0.028 ,0 ,20.804 ,3.132 ,0 ,3.431 ,8.008 ,0 ,RB
0 ,0 ,4 ,9.956 ,0 ,0 ,22.47 ,6.131 ,0 ,3.393 ,8.325 ,0 ,RB
0 ,0 ,4 ,10.56 ,0 ,0 ,23.699 ,9.594 ,0 ,3.393 ,8.693 ,0 ,RB
0 ,0 ,2 ,9.184 ,-0.258 ,0 ,9.6 ,1.521 ,1 ,3.511 ,7.676 ,0 ,RB
0 ,0 ,2 ,9.312 ,0.149 ,0 ,10.19 ,1.776 ,0 ,3.523 ,7.747 ,0 ,RB
0 ,0 ,3 ,9.467 ,0.049 ,0 ,10.469 ,2.732 ,1 ,3.525 ,7.886 ,0 ,RB
0 ,0 ,5 ,10.202 ,0 ,0 ,21.879 ,6.086 ,0 ,3.535 ,8.578 ,0 ,RB
2 ,0 ,2 ,9.184 ,-0.271 ,0 ,9.435 ,1.521 ,1 ,3.976 ,8.593 ,0 ,RB
0 ,1 ,2 ,10.416 ,0 ,0 ,10.57 ,6.77 ,0 ,3.47 ,8.295 ,0 ,RB
0 ,0 ,4 ,9.666 ,0.052 ,0 ,19.617 ,2.428 ,4 ,3.483 ,8.015 ,0 ,RB
0 ,0 ,3 ,8.597 ,0.481 ,0 ,17.905 ,1.542 ,1 ,3.427 ,7.521 ,0 ,RB
0 ,0 ,2 ,8.755 ,-0.277 ,0 ,9.377 ,2.052 ,1 ,3.423 ,7.746 ,0 ,RB
0 ,1 ,3 ,10.627 ,0 ,0 ,22.35 ,8.266 ,1 ,3.473 ,8.611 ,0 ,RB
0 ,0 ,3 ,10.165 ,0.014 ,0 ,10.355 ,3.341 ,0 ,3.389 ,7.979 ,0 ,RB
0 ,0 ,1 ,9.631 ,-0.024 ,0 ,0 ,1.487 ,1 ,3.639 ,8.009 ,0 ,RB
0 ,0 ,1 ,9.631 ,-0.024 ,0 ,0 ,1.544 ,1 ,3.635 ,8.009 ,0 ,RB
0 ,0 ,2 ,9.722 ,-0.008 ,0 ,10.395 ,2.905 ,0 ,3.573 ,8.245 ,0 ,RB
0 ,0 ,2 ,9.631 ,-0.026 ,0 ,10.036 ,1.544 ,1 ,3.662 ,8.143 ,0 ,RB
0 ,0 ,3 ,9.967 ,-0.008 ,0 ,10.249 ,1.568 ,1 ,3.743 ,8.33 ,0 ,RB
0 ,0 ,2 ,9.911 ,0.014 ,0 ,10.422 ,1.563 ,1 ,3.73 ,8.28 ,0 ,RB
0 ,0 ,4 ,10.257 ,0.001 ,0 ,22.449 ,2.147 ,0 ,3.793 ,8.593 ,2 ,RB
0 ,0 ,4 ,10.236 ,0.001 ,0 ,22.204 ,2.465 ,0 ,3.764 ,8.591 ,2 ,RB
0 ,0 ,5 ,10.531 ,-0.001 ,0 ,32.533 ,1.75 ,1 ,3.906 ,8.796 ,2 ,RB
0 ,0 ,2 ,10.239 ,0 ,0 ,11.596 ,3.928 ,0 ,3.681 ,8.7 ,1 ,RB
0 ,0 ,3 ,9.882 ,0.015 ,0 ,10.231 ,1.74 ,2 ,3.712 ,8.3 ,0 ,RB
1 ,0 ,4 ,10.388 ,-0.008 ,0 ,20.836 ,1.833 ,2 ,4.735 ,9.513 ,0 ,RB
0 ,0 ,0 ,9.882 ,0.012 ,0 ,0 ,1.74 ,0 ,3.521 ,7.934 ,0 ,RB
0 ,0 ,1 ,9.183 ,-0.066 ,0 ,0 ,0.975 ,1 ,3.159 ,7.119 ,0 ,RB
0 ,0 ,2 ,9.928 ,-0.007 ,0 ,10.635 ,2.209 ,0 ,3.434 ,7.93 ,0 ,RB
1 ,0 ,4 ,10.867 ,0 ,0 ,13.055 ,2.694 ,0 ,4.44 ,9.576 ,0 ,RB
0 ,0 ,1 ,9.631 ,-0.025 ,0 ,10.118 ,1.544 ,0 ,3.651 ,8.116 ,0 ,RB
0 ,0 ,1 ,10.926 ,0.003 ,0 ,0 ,0.811 ,1 ,3.693 ,8.05 ,0 ,RB
0 ,0 ,2 ,9.464 ,0.145 ,0 ,9.827 ,1.138 ,0 ,3.603 ,7.829 ,0 ,RB
0 ,0 ,2 ,10.037 ,-0.008 ,0 ,10.843 ,1.057 ,0 ,3.783 ,8.33 ,1 ,RB
0 ,0 ,2 ,9.209 ,-0.074 ,0 ,0 ,1.496 ,1 ,3.238 ,7.243 ,0 ,RB
0 ,2 ,2 ,10.226 ,0.004 ,0 ,21.888 ,1.027 ,1 ,3.853 ,8.508 ,0 ,RB
0 ,1 ,0 ,9.805 ,0.013 ,0 ,0 ,0.95 ,1 ,3.868 ,8.357 ,0 ,RB
1 ,0 ,3 ,9.968 ,-0.081 ,0 ,20.417 ,0.939 ,0 ,4.681 ,9.289 ,0 ,RB
0 ,6 ,3 ,10.121 ,-0.001 ,0 ,0 ,1.916 ,3 ,3.396 ,8.023 ,0 ,RB
1 ,1 ,3 ,10.281 ,0 ,0 ,22.271 ,3.31 ,1 ,3.74 ,8.888 ,1 ,RB
2 ,2 ,11 ,11.509 ,0 ,0 ,35.388 ,5.533 ,5 ,4.61 ,9.993 ,0 ,RB
0 ,2 ,2 ,9.972 ,0.004 ,0 ,10.379 ,2.815 ,3 ,3.585 ,8.319 ,0 ,RB
0 ,0 ,0 ,9.707 ,0 ,0 ,0 ,8.122 ,0 ,2.994 ,7.896 ,0 ,RB
0 ,0 ,0 ,6.594 ,0.764 ,0 ,0 ,1.333 ,1 ,2.642 ,5.834 ,0 ,RB
0 ,0 ,0 ,7.853 ,0.33 ,0 ,0 ,2.094 ,1 ,2.848 ,6.432 ,0 ,RB
0 ,0 ,1 ,8.318 ,-0.552 ,0 ,0 ,1 ,1 ,2.97 ,6.539 ,0 ,RB
0 ,0 ,1 ,9.202 ,0.038 ,0 ,0 ,2.602 ,1 ,3.096 ,7.197 ,0 ,RB
0 ,0 ,1 ,8.743 ,0.039 ,0 ,0 ,3.685 ,1 ,2.936 ,7.087 ,0 ,RB
0 ,0 ,1 ,9.296 ,-0.002 ,0 ,0 ,5.698 ,1 ,2.976 ,7.552 ,0 ,RB
1 ,0 ,4 ,10.648 ,0 ,0 ,0 ,1.69 ,0 ,5.127 ,9.921 ,0 ,RB
0 ,0 ,1 ,9.649 ,0 ,0 ,0 ,7.718 ,1 ,3.129 ,7.984 ,0 ,RB
0 ,0 ,1 ,7.408 ,-0.603 ,0 ,0 ,1.707 ,3 ,2.79 ,6.251 ,0 ,RB
0 ,0 ,2 ,8.944 ,0.135 ,0 ,0 ,2.195 ,1 ,3.114 ,7.098 ,0 ,RB
0 ,0 ,1 ,6.594 ,0.903 ,0 ,8.806 ,1.333 ,0 ,2.991 ,6.578 ,0 ,RB
0 ,0 ,1 ,8.597 ,0.363 ,0 ,9.505 ,1.542 ,0 ,3.18 ,7.056 ,0 ,RB
0 ,0 ,2 ,9.222 ,0.144 ,0 ,20.067 ,2.133 ,0 ,3.426 ,7.758 ,0 ,RB
0 ,0 ,2 ,9.867 ,0 ,0 ,10.319 ,8.066 ,1 ,3.33 ,8.337 ,0 ,RB
0 ,0 ,4 ,10.32 ,0 ,0 ,23.157 ,9.847 ,0 ,3.474 ,8.622 ,0 ,RB
0 ,0 ,6 ,10.906 ,0 ,0 ,37.824 ,4.685 ,0 ,3.526 ,8.951 ,0 ,RB
0 ,0 ,2 ,9.345 ,-0.079 ,0 ,10.191 ,2.34 ,0 ,3.389 ,7.628 ,0 ,RB
0 ,0 ,3 ,9.118 ,0.048 ,0 ,10.129 ,3.449 ,0 ,3.35 ,7.677 ,0 ,RB
0 ,0 ,4 ,10.757 ,0 ,0 ,23.892 ,17.114 ,0 ,3.395 ,9.075 ,0 ,RB
0 ,0 ,4 ,9.716 ,-0.002 ,0 ,20.288 ,5.475 ,2 ,3.337 ,8.169 ,0 ,RB
0 ,0 ,4 ,9.917 ,0 ,0 ,20.53 ,7.174 ,2 ,3.335 ,8.317 ,0 ,RB
0 ,0 ,8 ,10.379 ,0 ,0 ,23.21 ,10.723 ,0 ,3.397 ,8.752 ,0 ,RB
0 ,0 ,4 ,9.59 ,0.015 ,0 ,21.21 ,3.207 ,0 ,3.486 ,8.051 ,0 ,RB
1 ,0 ,4 ,10.513 ,0 ,0 ,23.602 ,12.745 ,0 ,3.645 ,9.017 ,0 ,RB
0 ,0 ,4 ,9.565 ,-0.028 ,0 ,20.872 ,2.691 ,0 ,3.586 ,8.016 ,0 ,RB
0 ,0 ,2 ,9.961 ,-0.002 ,0 ,11.115 ,3.769 ,0 ,3.53 ,8.143 ,0 ,RB
0 ,0 ,2 ,9.536 ,-0.025 ,0 ,10.696 ,3.237 ,0 ,3.525 ,7.913 ,0 ,RB
0 ,0 ,2 ,10.195 ,0 ,0 ,11.181 ,9.52 ,0 ,3.525 ,8.459 ,0 ,RB
0 ,0 ,4 ,9.309 ,-0.097 ,0 ,19.107 ,2.682 ,2 ,3.519 ,8.016 ,0 ,RB
0 ,0 ,3 ,9.768 ,0.014 ,0 ,21.203 ,3.114 ,0 ,3.48 ,8.066 ,0 ,RB
0 ,0 ,0 ,8.597 ,0.401 ,0 ,0 ,1.542 ,0 ,3.452 ,7.564 ,0 ,RB
1 ,0 ,3 ,9.872 ,-0.085 ,0 ,19.811 ,2.472 ,2 ,4.692 ,9.315 ,0 ,RB
0 ,0 ,0 ,9.494 ,-0.023 ,0 ,0 ,3.412 ,0 ,3.363 ,7.909 ,0 ,RB
0 ,0 ,2 ,8.723 ,-0.228 ,0 ,0 ,1.542 ,1 ,3.325 ,7.303 ,0 ,RB
0 ,0 ,2 ,9.118 ,0.043 ,0 ,0 ,3.449 ,1 ,3.112 ,7.316 ,0 ,RB
0 ,0 ,6 ,10.465 ,0 ,0 ,23.23 ,8.486 ,0 ,3.451 ,8.618 ,0 ,RB
0 ,0 ,4 ,9.768 ,0.016 ,0 ,20.666 ,2.612 ,0 ,3.493 ,8.202 ,0 ,RB
1 ,0 ,2 ,9.184 ,-0.274 ,0 ,9.461 ,1.521 ,4 ,4.307 ,8.83 ,0 ,RB
