3.919 ,0 ,31.4 ,0 ,1.142 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.17 ,0 ,30.8 ,1 ,1.144 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,RB
3.932 ,0 ,26.7 ,0 ,1.152 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
3 ,0 ,20 ,0 ,1.167 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.236 ,0 ,29.4 ,2 ,1.147 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.236 ,0 ,28.6 ,1 ,1.149 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
5 ,0 ,11.1 ,0 ,1.153 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.525 ,0 ,31.6 ,5 ,1.142 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.91 ,0 ,52.9 ,5 ,1.098 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,RB
4.214 ,0 ,30 ,0 ,1.145 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
3.879 ,0 ,31 ,0 ,1.143 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
3.942 ,0 ,31.6 ,0 ,1.141 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,RB
3.966 ,0 ,32 ,0 ,1.138 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4 ,0 ,23.1 ,0 ,1.166 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,RB
2 ,0 ,16.7 ,0 ,1.173 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
3.732 ,0 ,27.8 ,1 ,1.15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4 ,0 ,30 ,0 ,1.146 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,RB
3.414 ,0 ,20 ,0 ,1.166 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.17 ,0 ,23.1 ,1 ,1.16 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.303 ,0 ,25 ,2 ,1.156 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
3.414 ,0 ,37.5 ,1 ,1.13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
3.848 ,0 ,27.3 ,1 ,1.151 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
3.414 ,0 ,30 ,1 ,1.146 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.393 ,0 ,37 ,1 ,1.131 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.562 ,0 ,31.3 ,2 ,1.143 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.214 ,0 ,28.6 ,1 ,1.149 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.233 ,0 ,27.8 ,1 ,1.15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.334 ,0 ,33.3 ,3 ,1.139 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
5.392 ,0 ,30.8 ,13 ,1.144 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.446 ,0 ,30 ,6 ,1.146 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.411 ,0 ,31.8 ,8 ,1.142 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.527 ,0 ,32.5 ,10 ,1.14 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.562 ,0 ,33.3 ,4 ,1.139 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.629 ,0 ,33.3 ,5 ,1.139 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.644 ,0 ,31.6 ,5 ,1.142 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.646 ,0 ,34.3 ,10 ,1.137 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.562 ,0 ,25 ,0 ,1.142 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
5.206 ,0 ,30.8 ,0 ,1.145 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,0 ,RB
4.691 ,0 ,25 ,4 ,1.161 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,0 ,RB
4.17 ,0 ,28.6 ,0 ,1.149 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.214 ,0 ,33.3 ,2 ,1.148 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,RB
5.206 ,0 ,30.6 ,2 ,1.147 ,0 ,0 ,0 ,0 ,0 ,4 ,2 ,0 ,RB
5.175 ,0 ,29.6 ,3 ,1.146 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,RB
4.642 ,0 ,42.1 ,2 ,1.12 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,RB
4.607 ,0 ,42.1 ,2 ,1.12 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,RB
4.543 ,0 ,42.9 ,3 ,1.119 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,RB
4.607 ,0 ,46.7 ,4 ,1.111 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,RB
4.863 ,0 ,42.1 ,6 ,1.12 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,RB
4.923 ,0 ,44.4 ,4 ,1.116 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,RB
5.068 ,0 ,41.7 ,10 ,1.121 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,RB
4.914 ,0 ,41.7 ,10 ,1.121 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,RB
5.047 ,0 ,50 ,12 ,1.104 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,2 ,RB
4.793 ,0 ,50 ,7 ,1.104 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,1 ,RB
4.77 ,0 ,43.8 ,6 ,1.117 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,RB
5.313 ,0 ,35.3 ,8 ,1.118 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,RB
4.77 ,0 ,38.5 ,0 ,1.128 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,RB
4.414 ,0 ,31.6 ,2 ,1.142 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,RB
4.821 ,0 ,33.3 ,4 ,1.139 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,RB
