J_Dz(e)   HyWi_B(m)   LOC   Me   nCRX3   SpPosA_B(p)   B03[C-Cl]   SpMax_A   SpMax_B(m)   nN   nArCOOR   nX   V1
2.6909 ,3.106 ,2.55 ,0.96 ,0 ,1.201 ,0 ,1.932 ,2.949 ,0 ,0 ,0   RB
2.1144 ,2.461 ,1.393 ,0.989 ,0 ,1.104 ,0 ,2.214 ,3.315 ,0 ,0 ,0   RB
3.2512 ,3.279 ,2.585 ,1.009 ,0 ,1.092 ,0 ,1.942 ,3.076 ,0 ,0 ,0   RB
2.7098 ,2.1 ,0.918 ,1.108 ,0 ,1.024 ,0 ,1.414 ,3.046 ,0 ,0 ,0   RB
3.3944 ,3.449 ,2.753 ,1.004 ,0 ,1.137 ,0 ,1.985 ,3.351 ,0 ,0 ,0   RB
3.4286 ,3.313 ,2.522 ,1.014 ,0 ,1.119 ,0 ,1.98 ,3.351 ,0 ,0 ,0   RB
5.0476 ,2.872 ,0.722 ,1.092 ,0 ,1.125 ,0 ,2 ,4.712 ,0 ,0 ,0   RB
3.8301 ,3.418 ,2.468 ,0.98 ,0 ,1.179 ,0 ,2.119 ,3.379 ,0 ,0 ,0   RB
2.7414 ,3.364 ,0.629 ,1.018 ,0 ,1.279 ,0 ,2.333 ,3.767 ,0 ,0 ,0   RB
2.6272 ,2.523 ,1.459 ,0.959 ,0 ,1.213 ,0 ,1.902 ,2.998 ,0 ,0 ,0   RB
2.5951 ,2.908 ,2.281 ,0.96 ,0 ,1.202 ,0 ,1.902 ,2.924 ,0 ,0 ,0   RB
2.7719 ,3.44 ,2.777 ,0.969 ,0 ,1.22 ,1 ,1.95 ,3.542 ,0 ,0 ,1   RB
2.852 ,4.075 ,3.146 ,0.965 ,0 ,1.243 ,0 ,1.97 ,6.866 ,0 ,0 ,1   RB
2.6264 ,2.167 ,0.811 ,0.972 ,0 ,1.182 ,0 ,1.732 ,2.991 ,1 ,0 ,0   RB
1.1521 ,1.549 ,0 ,1.016 ,0 ,0.93 ,0 ,1 ,2.279 ,0 ,0 ,0   RB
2.4062 ,2.555 ,1.585 ,0.979 ,0 ,1.134 ,0 ,1.802 ,2.874 ,0 ,0 ,0   RB
2.3699 ,2.273 ,1 ,0.998 ,0 ,1.09 ,0 ,2.17 ,3.302 ,0 ,0 ,0   RB
2.2525 ,2.243 ,1 ,1.031 ,0 ,0.98 ,0 ,1.618 ,2.817 ,0 ,0 ,0   RB
2.8042 ,2.449 ,0.971 ,1.015 ,0 ,1.044 ,0 ,1.848 ,3.047 ,0 ,0 ,0   RB
2.9558 ,2.608 ,1.459 ,1.005 ,0 ,1.056 ,0 ,1.932 ,3.083 ,0 ,0 ,0   RB
2.6294 ,2.333 ,1 ,1.012 ,0 ,1.215 ,0 ,1.618 ,3.188 ,0 ,0 ,0   RB
2.8521 ,2.858 ,2 ,0.993 ,0 ,1.117 ,0 ,1.879 ,2.997 ,0 ,0 ,0   RB
2.3729 ,2.263 ,1 ,0.998 ,0 ,1.142 ,0 ,1.618 ,3.038 ,0 ,0 ,0   RB
3.6458 ,3.233 ,2.187 ,0.978 ,0 ,1.259 ,0 ,2.048 ,3.39 ,0 ,0 ,0   RB
3.3225 ,2.634 ,0.918 ,0.984 ,0 ,1.206 ,0 ,2 ,3.375 ,0 ,0 ,0   RB
