MW
HATS8v
HATSv
H0e
H4e
H0p
H2p
H3p
HATS0p
RCON
RARS
REIG
R2u
R3u
R4u
R5u
R6u
R7u
R8u
R1u.
R2u.
R3u.
R4u.
R5u.
R6u.
R7u.
R8u.
R1m
R4m
R5m
R6m
R7m
R2m.
R3m.
R4m.
R5m.
R6m.
R7m.
R8m.
RTm.
R2v
R3v
R4v
R5v
R6v
R7v
R8v
RTv
R1v.
R2v.
R3v.
R4v.
R5v.
R6v.
R7v.
R8v.
R1e
R1e.
R2e.
R3e.
R4e.
R5e.
R6e.
R8e.
R1p.
R3p.
R5p.
R6p.
R7p.
nCp
nCs
nCq
nCrs
nCrt
nCrq
nCb.
nCconj
nR.Cp
nR.Cs
nR.Ct
nArCOOH
nRCOOR
nArCOOR
nRCONHR
nArCONHR
nRCONR2
nRCO
nArCO
nRCNO
nRNR2
nArNR2
nN.N
nArCN
nArNO2
nROH
nArOH
nOHp
nOHs
nROR
nArOR
nPyrroles
nPyrazoles
nImidazoles
nPyridines
nHDon
nHAcc
nHBonds
C.005
C.006
C.008
C.011
C.019
C.025
C.026
C.028
C.033
C.034
C.035
C.038
C.040
H.046
H.047
H.048
H.051
H.052
O.056
O.058
O.060
N.068
N.070
N.071
N.072
N.073
N.074
F.084
Cl.089
qpmax
qnmax
Qpos
Qneg
Qmean
Q2
RPCG
RNCG
SPP
TE2
PCWTe
LDI
TPSA.NO.
TPSA.Tot.
MLOGP
ALOGP
LAI
GVWAI.80
GVWAI.50
Inflammat.80
Inflammat.50
Depressant.80
Psychotic.80
Psychotic.50
Hypertens.80
Hypertens.50
Hypnotic.80
Hypnotic.50
Neoplastic.80
Neoplastic.50
Infective.80
Infective.50
BLTF96
B01.C.O.
B01.N.O.
B02.C.N.
B02.C.Cl.
B02.N.N.
B02.N.O.
B02.O.O.
B02.S.S.
B03.C.Br.
B03.N.N.
B03.N.O.
B03.N.Cl.
B03.O.O.
B03.O.S.
B03.Cl.Cl.
B04.C.S.
B04.N.N.
B04.N.O.
B04.N.Cl.
B04.O.O.
B04.O.Cl.
B04.Cl.Cl.
B05.N.N.
B05.N.O.
B05.N.Cl.
B05.O.O.
B05.O.Cl.
B05.S.Cl.
B06.C.F.
B06.C.Cl.
B06.N.N.
B06.N.O.
B06.N.F.
B06.N.Cl.
B06.O.O.
B06.O.S.
B06.O.F.
B06.O.Cl.
B07.C.N.
B07.C.O.
B07.N.N.
B07.N.O.
B07.N.F.
B07.N.Cl.
B07.N.Br.
B07.N.I.
B07.O.O.
B07.O.F.
B07.O.Cl.
B07.O.Br.
B08.C.C.
B08.C.N.
B08.C.O.
B08.C.S.
B08.N.O.
B08.N.F.
B08.N.Cl.
B08.O.O.
B08.O.S.
B09.C.C.
B09.C.N.
B09.C.O.
B09.C.S.
B09.N.O.
B09.N.Cl.
B09.N.Br.
B09.O.O.
B10.C.C.
B10.C.N.
B10.C.O.
B10.N.O.
B10.N.F.
B10.O.O.
B10.O.Cl.
F01.C.N.
F01.C.O.
F01.C.I.
F01.N.N.
F02.C.C.
F02.C.O.
F02.N.O.
F02.O.O.
F03.C.N.
F03.C.O.
F03.N.O.
F03.O.S.
F04.C.N.
F04.C.O.
F04.C.F.
F04.N.O.
F04.O.O.
F05.C.C.
F05.C.N.
F05.C.O.
F05.O.S.
F06.C.C.
F06.C.N.
F06.C.O.
F06.C.F.
F06.C.I.
F06.N.O.
F06.N.I.
F06.O.O.
F07.C.N.
F07.C.O.
F07.C.Br.
F07.O.O.
F08.C.C.
F08.C.N.
F08.C.O.
F08.C.S.
F09.C.C.
F09.C.N.
F09.C.O.
F09.C.S.
F09.C.Cl.
F09.O.O.
F09.O.Cl.
F09.O.I.
F10.C.N.
F10.C.O.
F10.C.I.
F10.N.O.
