ZM2   Jhete   Yindex   MATS7m   SP17   RDF115e   L1e   R3v+   nCHRX2   BLTA96   V1
12 ,2.191 ,2.34 ,0 ,0.001 ,0 ,4.138 ,0.017 ,0 ,-4.37 0.61
16 ,2.339 ,1.958 ,0 ,0.037 ,0 ,5.77 ,0.013 ,0 ,-4.75 0.48
20 ,2.447 ,1.73 ,0 ,0.507 ,0 ,7.602 ,0.012 ,0 ,-5.1 0.46
24 ,2.53 ,1.574 ,1 ,2.292 ,0 ,9.742 ,0.011 ,0 ,-5.43 0.73
28 ,2.595 ,1.46 ,1 ,4.36 ,0 ,12.106 ,0.01 ,0 ,-5.75 0.5
32 ,2.648 ,1.372 ,1 ,6.337 ,3.612 ,14.761 ,0.01 ,0 ,-6.05 0.85
18 ,2.627 ,2.636 ,0 ,0.001 ,0 ,3.931 ,0.022 ,0 ,-4.75 1.04
23 ,2.832 ,2.46 ,0 ,0.001 ,0 ,3.425 ,0.027 ,0 ,-5.1 0.93
30 ,2.747 ,1.622 ,1 ,2.329 ,0 ,9.883 ,0.014 ,0 ,-5.75 0.74
22 ,3.168 ,5.184 ,0 ,0 ,0 ,2.244 ,0.033 ,0 ,-4.75 1.13
32 ,3.389 ,3.005 ,0 ,0.001 ,0 ,3.693 ,0.017 ,0 ,-5.43 0.8
12 ,2.25 ,0 ,0 ,0 ,0 ,0.852 ,0.016 ,0 ,-3.11 0.02
27 ,2.184 ,2.803 ,0 ,0 ,0 ,2.546 ,0.023 ,0 ,-4.35 0.96
24 ,2 ,2.056 ,0 ,0 ,0 ,1.75 ,0.024 ,0 ,-4.35 0.88
31 ,2.123 ,2.022 ,0 ,0 ,0 ,2.881 ,0.022 ,0 ,-4.71 0.71
39 ,2.279 ,2.091 ,0 ,0 ,0 ,2.903 ,0.029 ,0 ,-5.04 1.17
52 ,2.389 ,1.847 ,0 ,0.004 ,0 ,4.314 ,0.018 ,0 ,-5.66 0.3
75 ,1.918 ,1.689 ,0 ,0.001 ,0 ,3.466 ,0.024 ,0 ,-5.66 0.98
1 ,2 ,0 ,0 ,0 ,0 ,1.184 ,0.017 ,0 ,-1.93 0.24
4 ,2.187 ,0 ,0 ,0 ,0 ,1.927 ,0.025 ,0 ,-2.45 -0.07
24 ,2.616 ,1.574 ,1 ,1.939 ,0 ,8.972 ,0.015 ,0 ,-4.38 0.8
8 ,2.732 ,3.132 ,0 ,0 ,0 ,3.07 ,0.03 ,0 ,-2.79 -0.26
14 ,3.205 ,3.916 ,0 ,0 ,0 ,2.533 ,0.035 ,0 ,-3.2 0.32
4 ,2.375 ,0 ,0 ,0 ,0 ,0.587 ,0 ,0 ,-2.07 0.24
4 ,2.067 ,0 ,0 ,0 ,0 ,0.985 ,0 ,0 ,-2.59 -0.11
9 ,2.941 ,0 ,0 ,0 ,0 ,0.918 ,0 ,0 ,-3.05 0.13
16 ,3.827 ,0 ,0 ,0 ,0 ,0.862 ,0 ,0 ,-3.46 0.53
9 ,2.704 ,0 ,0 ,0 ,0 ,1.339 ,0.054 ,1 ,-3.05 0.15
8 ,2.234 ,3.132 ,0 ,0 ,0 ,1.429 ,0.179 ,0 ,-3.05 0.16
16 ,3.591 ,0 ,0 ,0 ,0 ,1.347 ,0.047 ,0 ,-3.46 0.44
14 ,2.92 ,3.916 ,0 ,0 ,0 ,1.446 ,0.182 ,1 ,-3.46 0.19
22 ,3.693 ,5.184 ,0 ,0 ,0 ,1.55 ,0.165 ,0 ,-3.83 0.4
21 ,3.451 ,3.971 ,0 ,0 ,0 ,1.567 ,0.185 ,2 ,-3.83 0.16
30 ,4.108 ,4.656 ,0 ,0 ,0 ,1.598 ,0.165 ,1 ,-4.19 0.39
40 ,4.67 ,4.976 ,0 ,0 ,0 ,1.615 ,0.151 ,0 ,-4.52 0.81
8 ,2.097 ,3.132 ,0 ,0 ,0 ,1.816 ,0.066 ,0 ,-3.05 0.12
9 ,2.5 ,0 ,0 ,0 ,0 ,1.661 ,0.045 ,0 ,-3.05 0.18
14 ,2.779 ,3.916 ,0 ,0 ,0 ,1.743 ,0.156 ,0 ,-3.46 0.25
4 ,1.912 ,0 ,0 ,0 ,0 ,1.135 ,0 ,0 ,-3.05 -0.04
8 ,2.148 ,3.132 ,0 ,0 ,0 ,1.733 ,0.203 ,0 ,-3.46 0
8 ,2.058 ,3.132 ,0 ,0 ,0 ,2.161 ,0.058 ,0 ,-3.26 -0.06
9 ,2.443 ,0 ,0 ,0 ,0 ,1.669 ,0.061 ,0 ,-3.26 0
4 ,2.211 ,0 ,0 ,0 ,0 ,0.853 ,0 ,0 ,-2.34 -0.17
4 ,1.986 ,0 ,0 ,0 ,0 ,1.072 ,0 ,0 ,-2.83 0.26
9 ,2.864 ,0 ,0 ,0 ,0 ,1.016 ,0 ,0 ,-3.26 0
9 ,2.791 ,0 ,0 ,0 ,0 ,1.053 ,0 ,0 ,-3.46 0.22
16 ,3.706 ,0 ,0 ,0 ,0 ,1.316 ,0.051 ,0 ,-3.26 0.2
8 ,2.19 ,3.132 ,0 ,0 ,0 ,1.661 ,0.152 ,0 ,-3.26 0.03
22 ,3.94 ,5.184 ,0 ,0 ,0 ,1.515 ,0.071 ,0 ,-3.26 0.17
30 ,4.316 ,4.656 ,0 ,0 ,0 ,1.578 ,0.071 ,1 ,-3.65 0.06
9 ,3.723 ,0 ,0 ,0 ,0 ,1.453 ,0.021 ,0 ,-2.45 0.64
9 ,3.359 ,0 ,0 ,0 ,0 ,1.536 ,0.048 ,0 ,-2.9 -0.05
8 ,2.994 ,3.132 ,0 ,0 ,0 ,1.655 ,0.173 ,0 ,-2.9 0.02
8 ,2.994 ,3.132 ,0 ,0 ,0 ,1.929 ,0.114 ,0 ,-2.9 0.07
14 ,3.74 ,3.916 ,0 ,0 ,0 ,1.873 ,0.162 ,0 ,-3.31 0.27
21 ,4.385 ,3.971 ,0 ,0 ,0 ,1.906 ,0.152 ,0 ,-3.69 0.66
4 ,2.419 ,0 ,0 ,0 ,0 ,1.592 ,0.07 ,0 ,-2.68 0.03
14 ,3.991 ,3.916 ,0 ,0 ,0 ,1.758 ,0.068 ,0 ,-2.9 -0.02
