SpMax_L   J_Dz(e)   nHM   F01[N-N]   F04[C-N]   NssssC   nCb-   C%   nCp   nO   F03[C-N]   SdssC   HyWi_B(m)   LOC   SM6_L
0 ,0 ,0 ,0 ,9.002 ,0 ,0.96 ,0 ,0 ,0 ,4.489 ,0 ,1.591 ,0 ,RB
0 ,0 ,1 ,0 ,8.723 ,1 ,0.989 ,0 ,0 ,0 ,1.542 ,0 ,1.967 ,0 ,RB
0 ,0 ,4 ,0 ,9.11 ,0 ,1.009 ,0 ,0 ,0 ,4.891 ,0 ,2.417 ,0 ,RB
0 ,0 ,2 ,0 ,6.594 ,0 ,1.108 ,0 ,0 ,0 ,1.333 ,0 ,5 ,0 ,RB
0 ,0 ,4 ,0 ,9.528 ,2 ,1.004 ,0 ,0 ,0 ,5.588 ,0 ,2.405 ,0 ,RB
0 ,0 ,4 ,0 ,9.383 ,1 ,1.014 ,0 ,0 ,0 ,4.746 ,0 ,2.556 ,0 ,RB
1 ,0 ,3 ,0 ,9.657 ,0 ,1.092 ,0 ,0 ,0 ,0.8 ,0 ,4.583 ,0 ,RB
0 ,0 ,2 ,0 ,9.786 ,5 ,0.98 ,0 ,0 ,0 ,3.889 ,0 ,2.143 ,0 ,RB
0 ,2 ,2 ,0 ,10.06 ,5 ,1.018 ,0 ,0 ,0 ,1.207 ,0 ,2.5 ,0 ,RB
0 ,0 ,0 ,0 ,8.755 ,0 ,0.959 ,0 ,0 ,0 ,2.052 ,0 ,1.722 ,0 ,RB
0 ,0 ,0 ,0 ,8.743 ,0 ,0.96 ,0 ,0 ,0 ,3.685 ,0 ,1.611 ,0 ,RB
1 ,0 ,0 ,0 ,9.207 ,0 ,0.969 ,0 ,0 ,0 ,5.294 ,0 ,1.739 ,0 ,RB
1 ,0 ,0 ,0 ,9.522 ,0 ,0.965 ,0 ,0 ,1 ,6.909 ,0 ,1.603 ,0 ,RB
0 ,0 ,0 ,0 ,8.318 ,0 ,0.972 ,0 ,0 ,0 ,1 ,0 ,2 ,1 ,RB
0 ,0 ,1 ,0 ,4.174 ,0 ,1.016 ,0 ,0 ,0 ,1 ,0 ,4 ,0 ,RB
0 ,0 ,1 ,0 ,8.16 ,1 ,0.979 ,0 ,0 ,0 ,2.488 ,0 ,2.333 ,0 ,RB
0 ,0 ,1 ,0 ,8.482 ,0 ,0.998 ,0 ,0 ,0 ,1 ,0 ,2.083 ,0 ,RB
0 ,0 ,2 ,0 ,7.408 ,0 ,1.031 ,0 ,0 ,0 ,1.707 ,0 ,3.75 ,0 ,RB
0 ,0 ,2 ,0 ,8.597 ,1 ,1.015 ,0 ,0 ,0 ,1.542 ,0 ,3.367 ,0 ,RB
0 ,0 ,2 ,0 ,8.815 ,2 ,1.005 ,0 ,0 ,0 ,1.745 ,0 ,3.056 ,0 ,RB
0 ,0 ,1 ,0 ,7.408 ,1 ,1.012 ,0 ,0 ,0 ,1.707 ,0 ,3.5 ,0 ,RB
0 ,0 ,2 ,0 ,8.584 ,1 ,0.993 ,0 ,0 ,0 ,3.284 ,0 ,2.375 ,0 ,RB
0 ,0 ,1 ,0 ,7.408 ,1 ,0.998 ,0 ,0 ,0 ,1.707 ,0 ,3.125 ,0 ,RB
0 ,0 ,1 ,0 ,9.562 ,1 ,0.978 ,0 ,0 ,0 ,3.684 ,0 ,2.303 ,0 ,RB
0 ,0 ,1 ,0 ,9.184 ,2 ,0.984 ,0 ,0 ,0 ,1.521 ,0 ,2.667 ,0 ,RB
0 ,0 ,2 ,0 ,8.755 ,1 ,1.014 ,0 ,0 ,0 ,2.052 ,0 ,2.944 ,0 ,RB
0 ,0 ,3 ,0 ,9.011 ,1 ,1.022 ,0 ,0 ,0 ,2.999 ,0 ,2.833 ,0 ,RB
0 ,0 ,2 ,0 ,8.944 ,3 ,1.013 ,0 ,0 ,0 ,2.195 ,0 ,2.952 ,0 ,RB
